tc_name,BR_1268934_SRC,BR_1463735_SRC,BR_1432520_SRC,BR_1497738_SRC,BR_1463274_SRC,BR_1461828_SRC,BR_1443754_SRC,BR_1443632_SRC,BR_1282551_SRC,BR_1418983_SRC,BR_1291175_SRC,BR_1513270_SRC,BR_1450216_SRC,BR_1436749_SRC,BR_1299787_SRC
TC_165_TRG,-2.6151923910774196e-16,9.706106794799763e-16,2.6868240050184616e-16,0.09998559336408265,0.06069777964126109,0.0638145918769833,0.2966059741505237,0.31002238007913474,7.597958308076661e-16,0.15415722774588453,3.7843287405245173e-16,0.04070541972776432,0.12841251198622428,0.05112772199143795,0.05616312688035611
TC_19_TRG,0.10722162478133801,0.18753764648275423,0.06202541647197936,0.3040915197054229,0.10993375277572501,0.28933943974257215,0.12574636456826171,0.22333898966975957,0.10718273627617064,0.15085381796648828,0.4004221416182924,0.1543327834553691,0.2927951473505894,0.12293109525770121,0.1825896192377051
TC_152_TRG,0.008956779374609192,0.020869166640153005,0.33819564509195604,0.1652410034278886,0.13557500869618108,0.16513022549451065,0.016926576339643486,0.1697099693136907,0.33865450206177306,0.3007489695569981,0.18142432891278426,0.0860154191582478,0.21209329894521267,0.09387610533018112,0.047049729868911684
TC_16_TRG,0.2042698749879655,0.34259236775359053,0.5235882012113171,0.432549966266444,0.21044895144746745,0.33188316014849617,0.5637964619440964,0.6951716957618534,0.5482791791142986,0.34018670898716835,0.5435214990668752,0.6297334753648542,0.7035943637050126,0.3084819054216562,0.4316124266720269
TC_160_TRG,0.14407150168558072,0.6573333142685435,0.429771885149132,0.35168322369647187,0.2787517955035794,0.3160908589819594,0.35305098973247806,0.4893852869783582,0.2610029938603878,0.3818181505513144,0.2512082704781501,0.6120195953709459,0.4441557924481579,0.15523966608739068,0.23576240073577867
TC_169_TRG,1.4736061528298029e-16,0.41028279506497184,-1.499694139811926e-16,0.16795231549248107,0.1019580150800441,0.10719352766072819,0.05571062796580285,0.5207647905751731,0.10698763998212052,0.2589479391850442,-5.931759366953654e-16,0.2502259094760559,0.24686821040563847,0.08588256573174124,0.09434086339324775
TC_145_TRG,0.03761511760282882,0.033595396162136866,-8.135343025103677e-17,0.2413947269614503,0.13994585439003726,0.2658283121453096,0.0272485743012302,0.1643665553909138,0.0536283881149241,0.12665378974664204,0.29205872512167164,0.08595579745426166,0.1282137522668262,0.12182991085559434,0.07574113243345175
TC_15_TRG,0.06822377929039757,0.36619564123126586,0.05397177151953837,0.12372206448781214,0.052295998944434506,0.0824720735048841,0.24051037880408213,0.1192931049356738,0.31088557359115127,0.08453548307910877,0.29409966022363304,0.3345119193657547,0.6325812664234607,0.06968841062858967,0.3435078251977506
TC_149_TRG,0.2550077850326075,0.02596799071238455,0.3156185458486248,0.3245891567369662,0.14852374200358154,0.3810295198941899,0.021062133661562045,0.25936485258286823,0.05527033040549125,0.4686614567410555,0.33009711315389345,0.1351915473120934,0.20706529674540244,0.1261599689608233,0.29463396824039995
TC_167_TRG,0.21766011272155597,0.5281330408400132,0.12710583551379118,0.11965604332680947,0.036000574360906194,0.2883839691131378,0.7440001304632735,0.25942025263918855,0.2346670349084236,0.5524022199813435,0.047511496454073654,0.02414286813228131,0.05601133278004936,0.1393804824013129,0.07164489370006871
TC_13_TRG,0.1483683474740468,0.259505960244142,0.08582791542381871,0.48442150501025905,0.3980110042195536,0.47287380367088416,0.21168132373338264,0.4283880953629008,0.24719089225195426,0.28305767022486505,0.5307727014974545,0.5057888195699655,0.46740720376456657,0.13107411922476256,0.7939173602209801
TC_14_TRG,0.1507811438663606,0.4215807061911632,0.22319345227787227,0.7563284550000285,0.14259011204353012,0.25268701321701625,0.3670108537194461,0.2646340389182487,0.7076702817746787,0.20149905144817604,0.4534591516237756,0.4032680680397113,0.49994551798812426,0.17048314480954152,0.3904902051492645
TC_17_TRG,0.8452502142926335,0.10734269977219668,0.2623285554259882,0.42276162540560586,0.8838034964924582,0.7210861578701955,0.31257569793266143,0.25523201411939506,0.2200603527729606,0.10264358757352626,0.1740571519309971,0.2580312904055749,0.24918834305312204,0.9386212896455152,0.13904021213012466
TC_18_TRG,0.15261557150133487,0.28571516769134697,0.06958323842343606,0.354319311179209,0.06742274453275993,0.10632732245759308,0.4340476504118352,0.1537989272782346,0.2776527277545082,0.1089875782973798,0.748784095008489,0.3350734942547273,0.3072873282442281,0.31375180423631094,0.19989771726743943
